,Opportunity Name,Level 2 Government,Bridge Name,Project Code,Stage,Sub-Stage,CaseSafeID,B2P Fiscal Year,Individuals Directly Served,Population Estimate 2000m,geometry,pop_sum
1131,Rwanda - Mucyebera - 1012812,Rutsiro,Mucyebera,1012812,Identified,Technical,006f100000d6kvOAAQ,2018,2600.0,5976.0,"POLYGON ((29.4223 -1.974166, 29.422160357073494 -1.9770084970695574, 29.421742773131694 -1.9798236193384677, 29.421051269736235 -1.9825842556403794, 29.420092506442828 -1.9852638195385877, 29.4188757166661 -1.987836505367954, 29.417412618756774 -1.9902775367575685, 29.41571730314752 -1.9925634052407457, 29.413806096654408 -1.99467209665441, 29.411697405240744 -1.9965833031475195, 29.409411536757567 -1.9982786187567738, 29.406970505367955 -1.9997417166661025, 29.404397819538588 -2.0009585064428275, 29.40171825564038 -2.001917269736234, 29.398957619338468 -2.0026087731316937, 29.396142497069558 -2.0030263570734936, 29.3933 -2.0031660000000002, 29.390457502930442 -2.0030263570734936, 29.387642380661532 -2.0026087731316937, 29.38488174435962 -2.001917269736234, 29.382202180461412 -2.0009585064428275, 29.379629494632045 -1.9997417166661025, 29.377188463242433 -1.9982786187567738, 29.374902594759256 -1.9965833031475195, 29.372793903345592 -1.99467209665441, 29.37088269685248 -1.9925634052407457, 29.369187381243226 -1.9902775367575685, 29.3677242833339 -1.987836505367954, 29.366507493557172 -1.9852638195385877, 29.365548730263765 -1.9825842556403794, 29.364857226868306 -1.9798236193384677, 29.364439642926506 -1.9770084970695574, 29.3643 -1.974166, 29.364439642926506 -1.9713235029304428, 29.364857226868306 -1.9685083806615324, 29.365548730263765 -1.9657477443596207, 29.366507493557172 -1.9630681804614125, 29.3677242833339 -1.960495494632046, 29.369187381243226 -1.9580544632424317, 29.37088269685248 -1.9557685947592545, 29.372793903345592 -1.9536599033455901, 29.374902594759256 -1.9517486968524806, 29.377188463242433 -1.9500533812432264, 29.379629494632045 -1.9485902833338977, 29.382202180461412 -1.9473734935571727, 29.38488174435962 -1.946414730263766, 29.387642380661532 -1.9457232268683065, 29.390457502930442 -1.9453056429265063, 29.3933 -1.9451660000000002, 29.396142497069558 -1.9453056429265063, 29.398957619338468 -1.9457232268683065, 29.40171825564038 -1.946414730263766, 29.404397819538588 -1.9473734935571727, 29.406970505367955 -1.9485902833338977, 29.409411536757567 -1.9500533812432264, 29.411697405240744 -1.9517486968524806, 29.413806096654408 -1.9536599033455901, 29.41571730314752 -1.9557685947592542, 29.417412618756774 -1.9580544632424317, 29.4188757166661 -1.960495494632046, 29.420092506442828 -1.9630681804614125, 29.421051269736235 -1.9657477443596207, 29.421742773131694 -1.9685083806615324, 29.422160357073494 -1.9713235029304428, 29.4223 -1.974166))",21761
1132,Rwanda - Kagano - 1013635,Rutsiro,Kagano,1013635,Identified,Technical,006f100000d7iSMAAY,2018,2696.0,9300.0,"POLYGON ((29.377055 -1.876944, 29.376915357073493 -1.8797864970695572, 29.376497773131693 -1.8826016193384676, 29.375806269736234 -1.8853622556403793, 29.374847506442826 -1.8880418195385875, 29.3736307166661 -1.890614505367954, 29.372167618756773 -1.8930555367575683, 29.37047230314752 -1.8953414052407456, 29.368561096654407 -1.89745009665441, 29.366452405240743 -1.8993613031475194, 29.364166536757565 -1.9010566187567737, 29.361725505367954 -1.9025197166661023, 29.359152819538586 -1.9037365064428273, 29.356473255640378 -1.904695269736234, 29.353712619338467 -1.9053867731316936, 29.350897497069557 -1.9058043570734937, 29.348055 -1.9059439999999999, 29.34521250293044 -1.9058043570734937, 29.34239738066153 -1.9053867731316936, 29.33963674435962 -1.904695269736234, 29.33695718046141 -1.9037365064428273, 29.334384494632044 -1.9025197166661023, 29.331943463242432 -1.9010566187567737, 29.329657594759254 -1.8993613031475194, 29.32754890334559 -1.89745009665441, 29.32563769685248 -1.8953414052407456, 29.323942381243224 -1.8930555367575683, 29.322479283333898 -1.890614505367954, 29.32126249355717 -1.8880418195385875, 29.320303730263763 -1.8853622556403793, 29.319612226868305 -1.8826016193384676, 29.319194642926504 -1.8797864970695572, 29.319055 -1.876944, 29.319194642926504 -1.8741015029304426, 29.319612226868305 -1.8712863806615323, 29.320303730263763 -1.8685257443596206, 29.32126249355717 -1.8658461804614124, 29.322479283333898 -1.863273494632046, 29.323942381243224 -1.8608324632424316, 29.32563769685248 -1.8585465947592543, 29.32754890334559 -1.85643790334559, 29.329657594759254 -1.8545266968524805, 29.331943463242432 -1.8528313812432262, 29.334384494632044 -1.8513682833338976, 29.33695718046141 -1.8501514935571726, 29.33963674435962 -1.8491927302637658, 29.34239738066153 -1.8485012268683063, 29.34521250293044 -1.8480836429265062, 29.348055 -1.847944, 29.350897497069557 -1.8480836429265062, 29.353712619338467 -1.8485012268683063, 29.356473255640378 -1.8491927302637658, 29.359152819538586 -1.8501514935571726, 29.361725505367954 -1.8513682833338976, 29.364166536757565 -1.8528313812432262, 29.366452405240743 -1.8545266968524805, 29.368561096654407 -1.85643790334559, 29.37047230314752 -1.8585465947592543, 29.372167618756773 -1.8608324632424316, 29.3736307166661 -1.863273494632046, 29.374847506442826 -1.8658461804614124, 29.375806269736234 -1.8685257443596206, 29.376497773131693 -1.8712863806615323, 29.376915357073493 -1.8741015029304426, 29.377055 -1.876944))",27644
1133,Rwanda - Nyamugari(kibiraro) - 1012981,Nyamagabe,Nyamugari(kibiraro),1012981,Identified,Technical,006f100000d6wIAAAY,2018,2602.0,3360.0,"POLYGON ((29.580741 -2.295722, 29.580601357073494 -2.2985644970695573, 29.580183773131694 -2.301379619338468, 29.579492269736235 -2.3041402556403794, 29.578533506442827 -2.3068198195385876, 29.5773167166661 -2.309392505367954, 29.575853618756774 -2.3118335367575686, 29.57415830314752 -2.3141194052407457, 29.572247096654408 -2.31622809665441, 29.570138405240744 -2.3181393031475195, 29.567852536757567 -2.319834618756774, 29.565411505367955 -2.3212977166661024, 29.562838819538587 -2.322514506442827, 29.56015925564038 -2.323473269736234, 29.557398619338468 -2.324164773131694, 29.554583497069558 -2.324582357073494, 29.551741 -2.324722, 29.54889850293044 -2.324582357073494, 29.546083380661532 -2.324164773131694, 29.54332274435962 -2.323473269736234, 29.540643180461412 -2.322514506442827, 29.538070494632045 -2.3212977166661024, 29.535629463242433 -2.319834618756774, 29.533343594759256 -2.3181393031475195, 29.53123490334559 -2.31622809665441, 29.52932369685248 -2.3141194052407457, 29.527628381243225 -2.3118335367575686, 29.5261652833339 -2.309392505367954, 29.524948493557172 -2.3068198195385876, 29.523989730263764 -2.3041402556403794, 29.523298226868306 -2.301379619338468, 29.522880642926506 -2.2985644970695573, 29.522741 -2.295722, 29.522880642926506 -2.2928795029304427, 29.523298226868306 -2.290064380661532, 29.523989730263764 -2.2873037443596207, 29.524948493557172 -2.2846241804614125, 29.5261652833339 -2.282051494632046, 29.527628381243225 -2.2796104632424314, 29.52932369685248 -2.2773245947592544, 29.53123490334559 -2.27521590334559, 29.533343594759256 -2.2733046968524806, 29.535629463242433 -2.271609381243226, 29.538070494632045 -2.2701462833338977, 29.540643180461412 -2.268929493557173, 29.54332274435962 -2.267970730263766, 29.546083380661532 -2.267279226868306, 29.54889850293044 -2.2668616429265063, 29.551741 -2.266722, 29.554583497069558 -2.2668616429265063, 29.557398619338468 -2.267279226868306, 29.56015925564038 -2.267970730263766, 29.562838819538587 -2.268929493557173, 29.565411505367955 -2.2701462833338977, 29.567852536757567 -2.271609381243226, 29.570138405240744 -2.2733046968524806, 29.572247096654408 -2.27521590334559, 29.57415830314752 -2.2773245947592544, 29.575853618756774 -2.2796104632424314, 29.5773167166661 -2.282051494632046, 29.578533506442827 -2.2846241804614125, 29.579492269736235 -2.2873037443596207, 29.580183773131694 -2.290064380661532, 29.580601357073494 -2.2928795029304427, 29.580741 -2.295722))",10864
1134,Rwanda - Karambo-Gituntu - 1012996,Nyamagabe,Karambo-Gituntu,1012996,Identified,Technical,006f100000d6wNtAAI,2018,3154.0,7953.0,"POLYGON ((29.45237667 -2.368775, 29.452237027073494 -2.371617497069557, 29.451819443131694 -2.3744326193384677, 29.451127939736235 -2.377193255640379, 29.450169176442827 -2.3798728195385874, 29.4489523866661 -2.382445505367954, 29.447489288756774 -2.3848865367575685, 29.44579397314752 -2.3871724052407455, 29.443882766654408 -2.38928109665441, 29.441774075240744 -2.3911923031475193, 29.439488206757567 -2.392887618756774, 29.437047175367955 -2.394350716666102, 29.434474489538587 -2.395567506442827, 29.43179492564038 -2.396526269736234, 29.429034289338468 -2.3972177731316937, 29.426219167069558 -2.3976353570734936, 29.42337667 -2.3977749999999998, 29.42053417293044 -2.3976353570734936, 29.417719050661532 -2.3972177731316937, 29.41495841435962 -2.396526269736234, 29.412278850461412 -2.395567506442827, 29.409706164632045 -2.394350716666102, 29.407265133242433 -2.392887618756774, 29.404979264759255 -2.3911923031475193, 29.40287057334559 -2.38928109665441, 29.40095936685248 -2.3871724052407455, 29.399264051243225 -2.3848865367575685, 29.3978009533339 -2.382445505367954, 29.396584163557172 -2.3798728195385874, 29.395625400263764 -2.377193255640379, 29.394933896868306 -2.3744326193384677, 29.394516312926505 -2.371617497069557, 29.39437667 -2.368775, 29.394516312926505 -2.3659325029304425, 29.394933896868306 -2.363117380661532, 29.395625400263764 -2.3603567443596205, 29.396584163557172 -2.3576771804614123, 29.3978009533339 -2.355104494632046, 29.399264051243225 -2.3526634632424313, 29.40095936685248 -2.3503775947592542, 29.40287057334559 -2.34826890334559, 29.404979264759255 -2.3463576968524804, 29.407265133242433 -2.344662381243226, 29.409706164632045 -2.3431992833338975, 29.412278850461412 -2.3419824935571727, 29.41495841435962 -2.3410237302637658, 29.417719050661532 -2.340332226868306, 29.42053417293044 -2.339914642926506, 29.42337667 -2.339775, 29.426219167069558 -2.339914642926506, 29.429034289338468 -2.340332226868306, 29.43179492564038 -2.3410237302637658, 29.434474489538587 -2.3419824935571727, 29.437047175367955 -2.3431992833338975, 29.439488206757567 -2.344662381243226, 29.441774075240744 -2.3463576968524804, 29.443882766654408 -2.34826890334559, 29.44579397314752 -2.3503775947592542, 29.447489288756774 -2.3526634632424313, 29.4489523866661 -2.355104494632046, 29.450169176442827 -2.3576771804614123, 29.451127939736235 -2.3603567443596205, 29.451819443131694 -2.363117380661532, 29.452237027073494 -2.3659325029304425, 29.45237667 -2.368775))",13192
1135,Rwanda - Rumuri - 1013757,Rulindo,Rumuri,1013757,Identified,Technical,006f100000d7kngAAA,2019,2488.0,7812.0,"POLYGON ((30.04274 -1.63989, 30.042600357073493 -1.6427324970695574, 30.042182773131692 -1.6455476193384677, 30.041491269736234 -1.6483082556403794, 30.040532506442826 -1.6509878195385876, 30.0393157166661 -1.653560505367954, 30.037852618756773 -1.6560015367575684, 30.03615730314752 -1.6582874052407457, 30.034246096654407 -1.66039609665441, 30.032137405240743 -1.6623073031475195, 30.029851536757565 -1.6640026187567738, 30.027410505367953 -1.6654657166661024, 30.024837819538586 -1.6666825064428274, 30.022158255640377 -1.6676412697362342, 30.019397619338466 -1.6683327731316937, 30.016582497069557 -1.6687503570734938, 30.01374 -1.66889, 30.01089750293044 -1.6687503570734938, 30.00808238066153 -1.6683327731316937, 30.00532174435962 -1.6676412697362342, 30.00264218046141 -1.6666825064428274, 30.000069494632044 -1.6654657166661024, 29.99762846324243 -1.6640026187567738, 29.995342594759254 -1.6623073031475195, 29.99323390334559 -1.66039609665441, 29.991322696852478 -1.6582874052407457, 29.989627381243224 -1.6560015367575684, 29.988164283333898 -1.653560505367954, 29.98694749355717 -1.6509878195385876, 29.985988730263763 -1.6483082556403794, 29.985297226868305 -1.6455476193384677, 29.984879642926504 -1.6427324970695574, 29.98474 -1.63989, 29.984879642926504 -1.6370475029304428, 29.985297226868305 -1.6342323806615324, 29.985988730263763 -1.6314717443596207, 29.98694749355717 -1.6287921804614125, 29.988164283333898 -1.626219494632046, 29.989627381243224 -1.6237784632424317, 29.991322696852478 -1.6214925947592544, 29.99323390334559 -1.6193839033455901, 29.995342594759254 -1.6174726968524806, 29.99762846324243 -1.6157773812432263, 30.000069494632044 -1.6143142833338977, 30.00264218046141 -1.6130974935571727, 30.00532174435962 -1.612138730263766, 30.00808238066153 -1.6114472268683064, 30.01089750293044 -1.6110296429265063, 30.01374 -1.6108900000000002, 30.016582497069557 -1.6110296429265063, 30.019397619338466 -1.6114472268683064, 30.022158255640377 -1.612138730263766, 30.024837819538586 -1.6130974935571727, 30.027410505367953 -1.6143142833338977, 30.029851536757565 -1.6157773812432263, 30.032137405240743 -1.6174726968524806, 30.034246096654407 -1.6193839033455901, 30.03615730314752 -1.6214925947592542, 30.037852618756773 -1.6237784632424317, 30.0393157166661 -1.626219494632046, 30.040532506442826 -1.6287921804614125, 30.041491269736234 -1.6314717443596207, 30.042182773131692 -1.6342323806615324, 30.042600357073493 -1.6370475029304428, 30.04274 -1.63989))",20612
1136,Rwanda - Kanyabugore (kanyinya) - 1013834,Kayonza,Kanyabugore (kanyinya),1013834,Identified,Technical,006f100000d7xqJAAQ,2019,394.0,122.0,"POLYGON ((30.81919 -1.93163, 30.819050357073493 -1.9344724970695573, 30.818632773131693 -1.9372876193384676, 30.817941269736234 -1.9400482556403793, 30.816982506442827 -1.9427278195385875, 30.8157657166661 -1.945300505367954, 30.814302618756773 -1.9477415367575683, 30.81260730314752 -1.9500274052407456, 30.810696096654407 -1.95213609665441, 30.808587405240743 -1.9540473031475194, 30.806301536757566 -1.9557426187567737, 30.803860505367954 -1.9572057166661023, 30.801287819538587 -1.9584225064428273, 30.798608255640378 -1.959381269736234, 30.795847619338467 -1.9600727731316936, 30.793032497069557 -1.9604903570734937, 30.79019 -1.9606299999999999, 30.78734750293044 -1.9604903570734937, 30.78453238066153 -1.9600727731316936, 30.78177174435962 -1.959381269736234, 30.77909218046141 -1.9584225064428273, 30.776519494632044 -1.9572057166661023, 30.774078463242432 -1.9557426187567737, 30.771792594759255 -1.9540473031475194, 30.76968390334559 -1.95213609665441, 30.76777269685248 -1.9500274052407456, 30.766077381243225 -1.9477415367575683, 30.7646142833339 -1.945300505367954, 30.76339749355717 -1.9427278195385875, 30.762438730263764 -1.9400482556403793, 30.761747226868305 -1.9372876193384676, 30.761329642926505 -1.9344724970695573, 30.76119 -1.93163, 30.761329642926505 -1.9287875029304427, 30.761747226868305 -1.9259723806615323, 30.762438730263764 -1.9232117443596206, 30.76339749355717 -1.9205321804614124, 30.7646142833339 -1.917959494632046, 30.766077381243225 -1.9155184632424316, 30.76777269685248 -1.9132325947592543, 30.76968390334559 -1.91112390334559, 30.771792594759255 -1.9092126968524805, 30.774078463242432 -1.9075173812432262, 30.776519494632044 -1.9060542833338976, 30.77909218046141 -1.9048374935571726, 30.78177174435962 -1.9038787302637659, 30.78453238066153 -1.9031872268683063, 30.78734750293044 -1.9027696429265062, 30.79019 -1.90263, 30.793032497069557 -1.9027696429265062, 30.795847619338467 -1.9031872268683063, 30.798608255640378 -1.9038787302637659, 30.801287819538587 -1.9048374935571726, 30.803860505367954 -1.9060542833338976, 30.806301536757566 -1.9075173812432262, 30.808587405240743 -1.9092126968524805, 30.810696096654407 -1.91112390334559, 30.81260730314752 -1.9132325947592541, 30.814302618756773 -1.9155184632424316, 30.8157657166661 -1.917959494632046, 30.816982506442827 -1.9205321804614124, 30.817941269736234 -1.9232117443596206, 30.818632773131693 -1.9259723806615323, 30.819050357073493 -1.9287875029304427, 30.81919 -1.93163))",1397
1137,Rwanda - Nyakondo - 1014355,Ngoma,Nyakondo,1014355,Identified,Technical,006f100000eeuvCAAQ,2019,10789.0,4370.0,"POLYGON ((30.63136 -2.20091, 30.631220357073495 -2.2037524970695572, 30.630802773131695 -2.206567619338468, 30.630111269736236 -2.2093282556403793, 30.62915250644283 -2.2120078195385875, 30.6279357166661 -2.214580505367954, 30.626472618756775 -2.2170215367575685, 30.62477730314752 -2.2193074052407455, 30.62286609665441 -2.22141609665441, 30.620757405240745 -2.2233273031475194, 30.618471536757568 -2.225022618756774, 30.616030505367956 -2.2264857166661023, 30.61345781953859 -2.227702506442827, 30.61077825564038 -2.228661269736234, 30.60801761933847 -2.2293527731316938, 30.60520249706956 -2.2297703570734937, 30.60236 -2.22991, 30.599517502930443 -2.2297703570734937, 30.596702380661533 -2.2293527731316938, 30.593941744359622 -2.228661269736234, 30.591262180461413 -2.227702506442827, 30.588689494632046 -2.2264857166661023, 30.586248463242434 -2.225022618756774, 30.583962594759257 -2.2233273031475194, 30.581853903345593 -2.22141609665441, 30.57994269685248 -2.2193074052407455, 30.578247381243226 -2.2170215367575685, 30.5767842833339 -2.214580505367954, 30.575567493557173 -2.2120078195385875, 30.574608730263765 -2.2093282556403793, 30.573917226868307 -2.206567619338468, 30.573499642926507 -2.2037524970695572, 30.57336 -2.20091, 30.573499642926507 -2.1980675029304426, 30.573917226868307 -2.195252380661532, 30.574608730263765 -2.1924917443596206, 30.575567493557173 -2.1898121804614123, 30.5767842833339 -2.187239494632046, 30.578247381243226 -2.1847984632424313, 30.57994269685248 -2.1825125947592543, 30.581853903345593 -2.18040390334559, 30.583962594759257 -2.1784926968524805, 30.586248463242434 -2.176797381243226, 30.588689494632046 -2.1753342833338976, 30.591262180461413 -2.1741174935571728, 30.593941744359622 -2.173158730263766, 30.596702380661533 -2.172467226868306, 30.599517502930443 -2.172049642926506, 30.60236 -2.17191, 30.60520249706956 -2.172049642926506, 30.60801761933847 -2.172467226868306, 30.61077825564038 -2.173158730263766, 30.61345781953859 -2.1741174935571728, 30.616030505367956 -2.1753342833338976, 30.618471536757568 -2.176797381243226, 30.620757405240745 -2.1784926968524805, 30.62286609665441 -2.18040390334559, 30.62477730314752 -2.1825125947592543, 30.626472618756775 -2.1847984632424313, 30.6279357166661 -2.187239494632046, 30.62915250644283 -2.1898121804614123, 30.630111269736236 -2.1924917443596206, 30.630802773131695 -2.195252380661532, 30.631220357073495 -2.1980675029304426, 30.63136 -2.20091))",13970
1138,Rwanda - Kagongoyi - 1014368,Ngoma,Kagongoyi,1014368,Identified,Technical,006f100000eeuwZAAQ,2019,12766.0,4462.0,"POLYGON ((30.49033 -2.11144, 30.490190357073494 -2.1142824970695573, 30.489772773131694 -2.117097619338468, 30.489081269736236 -2.1198582556403793, 30.488122506442828 -2.1225378195385876, 30.4869057166661 -2.125110505367954, 30.485442618756775 -2.1275515367575686, 30.48374730314752 -2.1298374052407456, 30.48183609665441 -2.13194609665441, 30.479727405240745 -2.1338573031475194, 30.477441536757567 -2.135552618756774, 30.475000505367955 -2.1370157166661023, 30.472427819538588 -2.138232506442827, 30.46974825564038 -2.139191269736234, 30.466987619338468 -2.139882773131694, 30.46417249706956 -2.1403003570734938, 30.46133 -2.14044, 30.458487502930442 -2.1403003570734938, 30.455672380661532 -2.139882773131694, 30.45291174435962 -2.139191269736234, 30.450232180461413 -2.138232506442827, 30.447659494632045 -2.1370157166661023, 30.445218463242433 -2.135552618756774, 30.442932594759256 -2.1338573031475194, 30.440823903345592 -2.13194609665441, 30.43891269685248 -2.1298374052407456, 30.437217381243226 -2.1275515367575686, 30.4357542833339 -2.125110505367954, 30.434537493557173 -2.1225378195385876, 30.433578730263765 -2.1198582556403793, 30.432887226868306 -2.117097619338468, 30.432469642926506 -2.1142824970695573, 30.43233 -2.11144, 30.432469642926506 -2.1085975029304427, 30.432887226868306 -2.105782380661532, 30.433578730263765 -2.1030217443596206, 30.434537493557173 -2.1003421804614124, 30.4357542833339 -2.097769494632046, 30.437217381243226 -2.0953284632424314, 30.43891269685248 -2.0930425947592544, 30.440823903345592 -2.09093390334559, 30.442932594759256 -2.0890226968524805, 30.445218463242433 -2.087327381243226, 30.447659494632045 -2.0858642833338976, 30.450232180461413 -2.084647493557173, 30.45291174435962 -2.083688730263766, 30.455672380661532 -2.082997226868306, 30.458487502930442 -2.082579642926506, 30.46133 -2.08244, 30.46417249706956 -2.082579642926506, 30.466987619338468 -2.082997226868306, 30.46974825564038 -2.083688730263766, 30.472427819538588 -2.084647493557173, 30.475000505367955 -2.0858642833338976, 30.477441536757567 -2.087327381243226, 30.479727405240745 -2.0890226968524805, 30.48183609665441 -2.09093390334559, 30.48374730314752 -2.0930425947592544, 30.485442618756775 -2.0953284632424314, 30.4869057166661 -2.097769494632046, 30.488122506442828 -2.1003421804614124, 30.489081269736236 -2.1030217443596206, 30.489772773131694 -2.105782380661532, 30.490190357073494 -2.1085975029304427, 30.49033 -2.11144))",18103
1139,Rwanda - Nyabwongoroka - 1014395,Nyagatare,Nyabwongoroka,1014395,Identified,Technical,006f100000eeuzsAAA,2019,1076.0,3511.0,"POLYGON ((30.162993 -1.432879, 30.162853357073494 -1.4357214970695573, 30.162435773131694 -1.4385366193384677, 30.161744269736236 -1.4412972556403794, 30.160785506442828 -1.4439768195385876, 30.1595687166661 -1.446549505367954, 30.158105618756775 -1.4489905367575684, 30.15641030314752 -1.4512764052407456, 30.15449909665441 -1.45338509665441, 30.152390405240745 -1.4552963031475195, 30.150104536757567 -1.4569916187567737, 30.147663505367955 -1.4584547166661024, 30.145090819538588 -1.4596715064428274, 30.14241125564038 -1.460630269736234, 30.139650619338468 -1.4613217731316936, 30.13683549706956 -1.4617393570734938, 30.133993 -1.461879, 30.131150502930442 -1.4617393570734938, 30.128335380661532 -1.4613217731316936, 30.12557474435962 -1.460630269736234, 30.122895180461413 -1.4596715064428274, 30.120322494632045 -1.4584547166661024, 30.117881463242433 -1.4569916187567737, 30.115595594759256 -1.4552963031475195, 30.113486903345592 -1.45338509665441, 30.11157569685248 -1.4512764052407456, 30.109880381243226 -1.4489905367575684, 30.1084172833339 -1.446549505367954, 30.107200493557173 -1.4439768195385876, 30.106241730263765 -1.4412972556403794, 30.105550226868306 -1.4385366193384677, 30.105132642926506 -1.4357214970695573, 30.104993 -1.432879, 30.105132642926506 -1.4300365029304427, 30.105550226868306 -1.4272213806615324, 30.106241730263765 -1.4244607443596207, 30.107200493557173 -1.4217811804614124, 30.1084172833339 -1.419208494632046, 30.109880381243226 -1.4167674632424316, 30.11157569685248 -1.4144815947592544, 30.113486903345592 -1.41237290334559, 30.115595594759256 -1.4104616968524806, 30.117881463242433 -1.4087663812432263, 30.120322494632045 -1.4073032833338976, 30.122895180461413 -1.4060864935571726, 30.12557474435962 -1.405127730263766, 30.128335380661532 -1.4044362268683064, 30.131150502930442 -1.4040186429265062, 30.133993 -1.403879, 30.13683549706956 -1.4040186429265062, 30.139650619338468 -1.4044362268683064, 30.14241125564038 -1.405127730263766, 30.145090819538588 -1.4060864935571726, 30.147663505367955 -1.4073032833338976, 30.150104536757567 -1.4087663812432263, 30.152390405240745 -1.4104616968524806, 30.15449909665441 -1.41237290334559, 30.15641030314752 -1.4144815947592542, 30.158105618756775 -1.4167674632424316, 30.1595687166661 -1.419208494632046, 30.160785506442828 -1.4217811804614124, 30.161744269736236 -1.4244607443596207, 30.162435773131694 -1.4272213806615324, 30.162853357073494 -1.4300365029304427, 30.162993 -1.432879))",8998
1140,Rwanda - Akindege - 1014400,Nyagatare,Akindege,1014400,Identified,Technical,006f100000eev0HAAQ,2019,7353.0,5786.0,"POLYGON ((30.293872 -1.461997, 30.293732357073495 -1.4648394970695573, 30.293314773131694 -1.4676546193384676, 30.292623269736236 -1.4704152556403793, 30.291664506442828 -1.4730948195385876, 30.2904477166661 -1.475667505367954, 30.288984618756775 -1.4781085367575684, 30.28728930314752 -1.4803944052407456, 30.28537809665441 -1.48250309665441, 30.283269405240745 -1.4844143031475194, 30.280983536757567 -1.4861096187567737, 30.278542505367955 -1.4875727166661024, 30.275969819538588 -1.4887895064428274, 30.27329025564038 -1.489748269736234, 30.27052961933847 -1.4904397731316936, 30.26771449706956 -1.4908573570734938, 30.264872 -1.490997, 30.262029502930442 -1.4908573570734938, 30.259214380661533 -1.4904397731316936, 30.25645374435962 -1.489748269736234, 30.253774180461413 -1.4887895064428274, 30.251201494632046 -1.4875727166661024, 30.248760463242434 -1.4861096187567737, 30.246474594759256 -1.4844143031475194, 30.244365903345592 -1.48250309665441, 30.24245469685248 -1.4803944052407456, 30.240759381243226 -1.4781085367575684, 30.2392962833339 -1.475667505367954, 30.238079493557173 -1.4730948195385876, 30.237120730263765 -1.4704152556403793, 30.236429226868307 -1.4676546193384676, 30.236011642926506 -1.4648394970695573, 30.235872 -1.461997, 30.236011642926506 -1.4591545029304427, 30.236429226868307 -1.4563393806615323, 30.237120730263765 -1.4535787443596206, 30.238079493557173 -1.4508991804614124, 30.2392962833339 -1.448326494632046, 30.240759381243226 -1.4458854632424316, 30.24245469685248 -1.4435995947592544, 30.244365903345592 -1.44149090334559, 30.246474594759256 -1.4395796968524806, 30.248760463242434 -1.4378843812432263, 30.251201494632046 -1.4364212833338976, 30.253774180461413 -1.4352044935571726, 30.25645374435962 -1.434245730263766, 30.259214380661533 -1.4335542268683064, 30.262029502930442 -1.4331366429265062, 30.264872 -1.432997, 30.26771449706956 -1.4331366429265062, 30.27052961933847 -1.4335542268683064, 30.27329025564038 -1.434245730263766, 30.275969819538588 -1.4352044935571726, 30.278542505367955 -1.4364212833338976, 30.280983536757567 -1.4378843812432263, 30.283269405240745 -1.4395796968524806, 30.28537809665441 -1.44149090334559, 30.28728930314752 -1.4435995947592541, 30.288984618756775 -1.4458854632424316, 30.2904477166661 -1.448326494632046, 30.291664506442828 -1.4508991804614124, 30.292623269736236 -1.4535787443596206, 30.293314773131694 -1.4563393806615323, 30.293732357073495 -1.4591545029304427, 30.293872 -1.461997))",20619
